Mask No,PRODUCT_NAME,LEASE_TENOR_INCLUDING_HP_cluster,VEHICLE_AGE,YOM,LEASE_TENOR_INCLUDING_HP,TOTAL INCOME_NUM,TOTAL INCOME,CUSTOMER AGE,Exp,Sub_purpose_code_based_on_risk,CRIB_SCORE,Percentage_of_Total_Current_Balance_to_Total_Amount_Granted_Limit_slabs,Percentage_of_Total_Arrears_Amount_to_Total_Amount_Granted_Limit_slabs,Percentage_of_Total_Installments_to_Total_Current_Balance_slabs,Cluster
159,Three Wheeler-Lease-Registered,36-48,13,2011,37,50000,40000-60000,22,0.627186421,Low_risk_sub_purpose_code,Missing,between 50 - 100 percentage,less than 1 percentage,between 2- 5 percentage,Green
160,Three Wheeler-Lease-Registered,48-60,14,2010,49,55000,40000-60000,21,0.627911248,Low_risk_sub_purpose_code,Missing,Missing,Missing,Missing,Green
161,Three Wheeler-Lease-Registered,48-60,12,2012,49,150000,120000+,28,0.830456352,Medium_risk_sub_purpose_code,Missing,between 100 - 150 percentage,less than 1 percentage,between 2- 5 percentage,Red
162,Three Wheeler-Lease-Registered,48-60,14,2010,49,40000,40000-60000,24,0.620944293,Low_risk_sub_purpose_code,Missing,Missing,Missing,Missing,Red
163,CASH IN HAND,36-48,8,2016,37,100000,100000-120000,38,0.219002625,Low_risk_sub_purpose_code,Missing,less than 50 percentage,less than 1 percentage,Missing,Green
164,Three Wheeler-Lease-Registered,36-48,16,2008,37,100000,100000-120000,33,0.621484897,Low_risk_sub_purpose_code,40-60,less than 50 percentage,less than 1 percentage,Missing,Green
165,CASH IN HAND,36-48,10,2014,37,80000,80000-100000,30,0.804330545,Low_risk_sub_purpose_code,Above 80,between 50 - 100 percentage,less than 1 percentage,between 5- 10 percentage,Green
166,CASH IN HAND,24-36,17,2007,31,55000,40000-60000,34,0.393858065,Low_risk_sub_purpose_code,60-80,less than 50 percentage,between 1 - 5 percentage,above 10 percentage,Green
168,CASH IN HAND,48-60,17,2007,49,70000,60000-80000,35,0.802772437,Medium_risk_sub_purpose_code,40-60,between 100 - 150 percentage,between 5 - 10 percentage,between 2- 5 percentage,Green
169,CASH IN HAND,< 24,14,2010,19,80000,80000-100000,24,0.25312969,Low_risk_sub_purpose_code,Above 80,less than 50 percentage,between 1 - 5 percentage,above 10 percentage,Green
170,CASH IN HAND,36-48,14,2010,37,100000,100000-120000,25,0.638725543,Low_risk_sub_purpose_code,60-80,between 50 - 100 percentage,above 15 percentage,between 2- 5 percentage,Green
171,CASH IN HAND,60+,18,2006,61,100000,100000-120000,54,0.62976087,Medium_risk_sub_purpose_code,Above 80,between 50 - 100 percentage,less than 1 percentage,between 2- 5 percentage,Green
172,CASH IN HAND,60+,13,2011,61,75000,60000-80000,32,0.474703484,Low_risk_sub_purpose_code,Missing,between 50 - 100 percentage,above 15 percentage,between 5- 10 percentage,Green
174,Three Wheeler-Lease-Registered,60+,12,2012,73,65000,60000-80000,31,0.640828293,Medium_risk_sub_purpose_code,20-40,less than 50 percentage,between 1 - 5 percentage,above 10 percentage,Green
175,Three Wheeler-Lease-Registered,60+,14,2010,61,60000,60000-80000,50,0.914654897,Low_risk_sub_purpose_code,20-40,less than 50 percentage,between 5 - 10 percentage,between 5- 10 percentage,Red
176,CASH IN HAND,24-36,18,2006,25,100000,100000-120000,30,0.357211594,Medium_risk_sub_purpose_code,60-80,less than 50 percentage,between 1 - 5 percentage,above 10 percentage,Green
177,Three Wheeler-Lease-Registered,36-48,16,2008,37,100000,100000-120000,39,0.628170323,Low_risk_sub_purpose_code,20-40,between 100 - 150 percentage,between 5 - 10 percentage,between 2- 5 percentage,Green
178,CASH IN HAND,24-36,10,2014,25,100000,100000-120000,29,0.634630866,Low_risk_sub_purpose_code,40-60,between 50 - 100 percentage,between 1 - 5 percentage,between 2- 5 percentage,Green
179,Three Wheeler-Lease-Registered,24-36,6,2018,31,200000,120000+,34,0.530792089,Low_risk_sub_purpose_code,Missing,less than 50 percentage,less than 1 percentage,Missing,Green
180,Three Wheeler-Lease-Registered,24-36,12,2012,25,280000,120000+,29,0.518557397,Low_risk_sub_purpose_code,0-20,Missing,Missing,Missing,Green
181,CASH IN HAND,36-48,11,2013,37,200000,120000+,52,0.654159353,Low_risk_sub_purpose_code,Above 80,less than 50 percentage,between 1 - 5 percentage,between 2- 5 percentage,Green
182,CASH IN HAND,36-48,14,2010,37,100000,100000-120000,43,0.627213394,Low_risk_sub_purpose_code,40-60,between 50 - 100 percentage,less than 1 percentage,between 5- 10 percentage,Green
183,CASH IN HAND,60+,16,2008,61,80000,80000-100000,40,0.414196129,Medium_risk_sub_purpose_code,60-80,less than 50 percentage,less than 1 percentage,above 10 percentage,Red
184,CASH IN HAND,36-48,11,2013,43,120000,120000+,52,0.624517647,Low_risk_sub_purpose_code,Missing,between 50 - 100 percentage,between 1 - 5 percentage,less than 2 percentage,Green
185,Three Wheeler-Lease-Registered,48-60,15,2009,49,60000,60000-80000,19,0.518672425,Low_risk_sub_purpose_code,Missing,Missing,Missing,Missing,Green
186,CASH IN HAND,36-48,12,2012,37,70000,60000-80000,28,0.40322641,Low_risk_sub_purpose_code,20-40,less than 50 percentage,between 1 - 5 percentage,between 5- 10 percentage,Green
187,CASH IN HAND,36-48,12,2012,37,100000,100000-120000,77,0.273783075,Low_risk_sub_purpose_code,20-40,Missing,Missing,Missing,Green
188,Three Wheeler-Lease-Registered,48-60,12,2012,49,150000,120000+,42,0.608485714,Low_risk_sub_purpose_code,40-60,between 50 - 100 percentage,between 1 - 5 percentage,between 5- 10 percentage,Green
189,Three Wheeler-Lease-Registered,24-36,11,2013,25,100000,100000-120000,31,0.357537824,Low_risk_sub_purpose_code,Missing,less than 50 percentage,less than 1 percentage,above 10 percentage,Green
190,CASH IN HAND,36-48,10,2014,37,100000,100000-120000,43,0.580966474,Low_risk_sub_purpose_code,Missing,between 50 - 100 percentage,less than 1 percentage,less than 2 percentage,Green
191,Three Wheeler-Lease-Registered,36-48,12,2012,37,80000,80000-100000,29,0.278443617,Low_risk_sub_purpose_code,60-80,between 50 - 100 percentage,less than 1 percentage,between 2- 5 percentage,Green
192,Three Wheeler-Lease-Registered,48-60,15,2009,49,70000,60000-80000,35,0.496347762,Low_risk_sub_purpose_code,20-40,less than 50 percentage,less than 1 percentage,Missing,Green
193,Three Wheeler-Lease-Registered,36-48,9,2015,37,80000,80000-100000,21,0.662442018,Low_risk_sub_purpose_code,Missing,Missing,Missing,Missing,Green
194,Three Wheeler-Lease-Registered,60+,9,2015,61,55000,40000-60000,31,0.557668696,Low_risk_sub_purpose_code,Above 80,between 50 - 100 percentage,between 1 - 5 percentage,between 2- 5 percentage,Green
195,Three Wheeler-Lease-Registered,24-36,13,2011,25,80000,80000-100000,50,0.399339196,Low_risk_sub_purpose_code,20-40,less than 50 percentage,less than 1 percentage,between 5- 10 percentage,Green
196,Three Wheeler-Lease-Registered,36-48,19,2005,37,150000,120000+,56,0.55579514,Medium_risk_sub_purpose_code,0-20,between 50 - 100 percentage,above 15 percentage,between 5- 10 percentage,Red
197,Three Wheeler-Lease-Registered,60+,12,2012,61,100000,100000-120000,28,0.570801651,Low_risk_sub_purpose_code,60-80,between 50 - 100 percentage,less than 1 percentage,between 2- 5 percentage,Red
198,Three Wheeler-Lease-Registered,60+,12,2012,61,60000,60000-80000,53,0.50606439,Low_risk_sub_purpose_code,Above 80,between 50 - 100 percentage,less than 1 percentage,between 2- 5 percentage,Green
199,CASH IN HAND,60+,8,2016,61,150000,120000+,37,0.518167196,Low_risk_sub_purpose_code,Missing,between 50 - 100 percentage,between 1 - 5 percentage,between 2- 5 percentage,Green
200,Three Wheeler-Lease-Registered,36-48,14,2010,37,150000,120000+,49,0.703550067,Low_risk_sub_purpose_code,Above 80,between 50 - 100 percentage,between 1 - 5 percentage,between 2- 5 percentage,Green
201,Three Wheeler-Lease-Registered,36-48,14,2010,37,100000,100000-120000,39,0.617655839,Low_risk_sub_purpose_code,40-60,less than 50 percentage,between 10 - 15 percentage,above 10 percentage,Green
202,Three Wheeler-Lease-Registered,48-60,17,2007,49,150000,120000+,21,0.622950123,Low_risk_sub_purpose_code,Missing,between 100 - 150 percentage,less than 1 percentage,less than 2 percentage,Green
203,CASH IN HAND,< 24,11,2013,16,150000,120000+,47,0.187028868,Low_risk_sub_purpose_code,20-40,less than 50 percentage,less than 1 percentage,between 5- 10 percentage,Green
204,CASH IN HAND,< 24,9,2015,13,150000,120000+,26,0.526786957,Low_risk_sub_purpose_code,60-80,less than 50 percentage,between 5 - 10 percentage,between 5- 10 percentage,Red
205,Three Wheeler-Lease-Registered,36-48,9,2015,37,100000,100000-120000,65,0.681675652,Medium_risk_sub_purpose_code,0-20,Missing,Missing,Missing,Red
206,Three Wheeler-Lease-Registered,24-36,14,2010,25,250000,120000+,32,0.996556355,Low_risk_sub_purpose_code,Missing,Missing,Missing,Missing,Red
207,Three Wheeler-Lease-Registered,48-60,10,2014,49,100000,100000-120000,38,0.313046926,Low_risk_sub_purpose_code,Missing,Missing,Missing,Missing,Red
208,Three Wheeler-Lease-Registered,24-36,11,2013,25,100000,100000-120000,38,0.243860277,Low_risk_sub_purpose_code,20-40,Missing,Missing,Missing,Green
209,CASH IN HAND,48-60,14,2010,49,75000,60000-80000,43,0.656956704,Low_risk_sub_purpose_code,Missing,Missing,Missing,Missing,Green
210,CASH IN HAND,60+,8,2016,61,5000,< 40000,50,0.822552381,Medium_risk_sub_purpose_code,60-80,between 50 - 100 percentage,less than 1 percentage,between 2- 5 percentage,Green
211,Three Wheeler-Lease-Registered,60+,10,2014,61,75000,60000-80000,40,0.823481156,Low_risk_sub_purpose_code,Missing,Missing,Missing,Missing,Green
212,CASH IN HAND,24-36,9,2015,25,80000,80000-100000,31,0.220070723,Low_risk_sub_purpose_code,Above 80,between 50 - 100 percentage,less than 1 percentage,between 2- 5 percentage,Green
213,Three Wheeler-Lease-Registered,60+,10,2014,61,85000,80000-100000,47,0.621678294,Low_risk_sub_purpose_code,60-80,less than 50 percentage,between 5 - 10 percentage,between 2- 5 percentage,Red
214,CASH IN HAND,36-48,14,2010,37,120000,120000+,48,0.309121418,Low_risk_sub_purpose_code,Missing,less than 50 percentage,less than 1 percentage,above 10 percentage,Green
215,Three Wheeler-Lease-Registered,60+,14,2010,60,70000,60000-80000,36,0.596262204,Low_risk_sub_purpose_code,Missing,between 100 - 150 percentage,between 5 - 10 percentage,between 2- 5 percentage,Red
216,CASH IN HAND,24-36,19,2005,25,100000,100000-120000,46,0.606051478,Low_risk_sub_purpose_code,Missing,less than 50 percentage,less than 1 percentage,above 10 percentage,Green
217,Three Wheeler-Lease-Registered,36-48,13,2011,43,80000,80000-100000,39,0.605383232,Low_risk_sub_purpose_code,Missing,between 150 - 200 percentage,above 15 percentage,between 2- 5 percentage,Red
218,CASH IN HAND,60+,12,2012,61,80000,80000-100000,48,0.570442916,Low_risk_sub_purpose_code,below 0,less than 50 percentage,between 5 - 10 percentage,between 2- 5 percentage,Green
219,CASH IN HAND,60+,9,2015,61,100000,100000-120000,46,0.645774311,Low_risk_sub_purpose_code,20-40,Missing,Missing,Missing,Green
220,Three Wheeler-Lease-Registered,36-48,17,2007,36,75000,60000-80000,49,0.777381404,Low_risk_sub_purpose_code,20-40,between 50 - 100 percentage,between 5 - 10 percentage,between 2- 5 percentage,Red
222,Three Wheeler-Lease-Registered,48-60,13,2011,49,90000,80000-100000,39,0.605255226,Medium_risk_sub_purpose_code,20-40,Missing,Missing,Missing,Red
223,Three Wheeler-Lease-Registered,60+,11,2013,61,65000,60000-80000,31,0.751598964,Low_risk_sub_purpose_code,0-20,Missing,Missing,Missing,Green
224,Three Wheeler-Lease-Registered,48-60,14,2010,49,45000,40000-60000,22,0.639849185,Low_risk_sub_purpose_code,Missing,Missing,Missing,Missing,Green
225,Three Wheeler-Lease-Registered,36-48,9,2015,37,100000,100000-120000,25,0.54325117,Low_risk_sub_purpose_code,20-40,less than 50 percentage,less than 1 percentage,Missing,Green
226,CASH IN HAND,36-48,15,2009,37,70000,60000-80000,58,0.366814599,Low_risk_sub_purpose_code,Above 80,between 50 - 100 percentage,less than 1 percentage,between 2- 5 percentage,Green
227,CASH IN HAND,36-48,18,2006,37,70000,60000-80000,40,0.481595714,Medium_risk_sub_purpose_code,60-80,less than 50 percentage,between 1 - 5 percentage,above 10 percentage,Green
229,Three Wheeler-Lease-Registered,60+,10,2014,60,85000,80000-100000,32,0.8,Medium_risk_sub_purpose_code,40-60,between 100 - 150 percentage,between 1 - 5 percentage,between 2- 5 percentage,Green
231,Three Wheeler-Lease-Registered,48-60,13,2011,49,200000,120000+,29,0.610642878,Low_risk_sub_purpose_code,Above 80,less than 50 percentage,less than 1 percentage,between 5- 10 percentage,Green
232,Three Wheeler-Lease-Registered,< 24,10,2014,13,200000,120000+,41,0.690553933,Low_risk_sub_purpose_code,40-60,less than 50 percentage,between 5 - 10 percentage,above 10 percentage,Green
233,Three Wheeler-Lease-Registered,48-60,19,2005,49,80000,80000-100000,36,0.83117757,Medium_risk_sub_purpose_code,Missing,Missing,Missing,Missing,Red
234,Three Wheeler-Lease-Registered,24-36,18,2006,31,80000,80000-100000,37,0.526062857,Low_risk_sub_purpose_code,20-40,between 50 - 100 percentage,between 5 - 10 percentage,between 2- 5 percentage,Red
235,Three Wheeler-Lease-Registered,24-36,8,2016,25,100000,100000-120000,27,0.327735401,Low_risk_sub_purpose_code,20-40,Missing,Missing,Missing,Green
236,CASH IN HAND,48-60,11,2013,49,100000,100000-120000,29,0.599415707,Low_risk_sub_purpose_code,20-40,between 50 - 100 percentage,between 10 - 15 percentage,between 5- 10 percentage,Green
237,CASH IN HAND,36-48,9,2015,37,100000,100000-120000,41,0.505223089,Low_risk_sub_purpose_code,Above 80,less than 50 percentage,between 10 - 15 percentage,above 10 percentage,Green
238,CASH IN HAND,60+,13,2011,61,100000,100000-120000,28,0.762213299,Low_risk_sub_purpose_code,Above 80,between 50 - 100 percentage,between 1 - 5 percentage,between 2- 5 percentage,Green
240,CASH IN HAND,24-36,13,2011,25,100000,100000-120000,40,0.27357729,Low_risk_sub_purpose_code,60-80,less than 50 percentage,between 10 - 15 percentage,between 2- 5 percentage,Green
241,CASH IN HAND,36-48,11,2013,37,180000,120000+,42,0.65141224,Low_risk_sub_purpose_code,Above 80,less than 50 percentage,between 1 - 5 percentage,above 10 percentage,Green
242,CASH IN HAND,60+,9,2015,61,150000,120000+,39,0.486446948,Low_risk_sub_purpose_code,40-60,less than 50 percentage,less than 1 percentage,above 10 percentage,Green
243,Three Wheeler-Lease-Registered,60+,8,2016,61,75000,60000-80000,49,0.640988114,Low_risk_sub_purpose_code,Missing,Missing,Missing,Missing,Green
244,CASH IN HAND,60+,8,2016,61,75000,60000-80000,27,0.721977375,Low_risk_sub_purpose_code,20-40,between 50 - 100 percentage,between 1 - 5 percentage,between 2- 5 percentage,Red
245,CASH IN HAND,36-48,8,2016,37,60000,60000-80000,62,0.290509285,Low_risk_sub_purpose_code,below 0,between 50 - 100 percentage,above 15 percentage,between 5- 10 percentage,Green
246,CASH IN HAND,48-60,7,2017,49,45000,40000-60000,36,0.430021667,Medium_risk_sub_purpose_code,20-40,less than 50 percentage,between 1 - 5 percentage,between 5- 10 percentage,Green
247,Three Wheeler-Lease-Registered,60+,10,2014,61,45000,40000-60000,25,0.669757225,Medium_risk_sub_purpose_code,20-40,between 100 - 150 percentage,less than 1 percentage,between 2- 5 percentage,Green
248,CASH IN HAND,48-60,14,2010,49,70000,60000-80000,52,0.557514094,Medium_risk_sub_purpose_code,60-80,between 50 - 100 percentage,between 1 - 5 percentage,between 2- 5 percentage,Green
249,Three Wheeler-Lease-Registered,24-36,13,2011,25,50000,40000-60000,27,0.398346734,Low_risk_sub_purpose_code,20-40,Missing,Missing,Missing,Green
250,Three Wheeler-Lease-Registered,48-60,11,2013,49,100000,100000-120000,57,0.598493072,Low_risk_sub_purpose_code,Above 80,less than 50 percentage,between 5 - 10 percentage,between 5- 10 percentage,Green
251,CASH IN HAND,36-48,9,2015,37,100000,100000-120000,44,0.629681843,Low_risk_sub_purpose_code,40-60,less than 50 percentage,less than 1 percentage,Missing,Green
252,CASH IN HAND,48-60,14,2010,49,60000,60000-80000,30,0.768434031,Low_risk_sub_purpose_code,Above 80,between 50 - 100 percentage,between 1 - 5 percentage,between 2- 5 percentage,Red
255,CASH IN HAND,60+,6,2018,61,150000,120000+,36,0.621450937,Low_risk_sub_purpose_code,20-40,less than 50 percentage,less than 1 percentage,Missing,Green
256,CASH IN HAND,36-48,11,2013,37,200000,120000+,46,0.482527714,Low_risk_sub_purpose_code,Missing,less than 50 percentage,less than 1 percentage,Missing,Green
257,CASH IN HAND,48-60,8,2016,49,80000,80000-100000,58,0.70708047,Low_risk_sub_purpose_code,20-40,between 50 - 100 percentage,between 5 - 10 percentage,between 2- 5 percentage,Green
258,CASH IN HAND,24-36,6,2018,25,100000,100000-120000,54,0.582885246,Low_risk_sub_purpose_code,Missing,between 50 - 100 percentage,between 1 - 5 percentage,between 5- 10 percentage,Green
259,Three Wheeler-Lease-Registered,36-48,18,2006,37,70000,60000-80000,24,0.671214286,Medium_risk_sub_purpose_code,20-40,less than 50 percentage,less than 1 percentage,Missing,Red
260,CASH IN HAND,36-48,9,2015,37,150000,120000+,48,0.663853354,Low_risk_sub_purpose_code,Above 80,between 50 - 100 percentage,between 1 - 5 percentage,between 5- 10 percentage,Green
261,CASH IN HAND,36-48,8,2016,37,100000,100000-120000,43,0.313220918,Low_risk_sub_purpose_code,Above 80,between 50 - 100 percentage,between 1 - 5 percentage,between 5- 10 percentage,Green
262,Three Wheeler-Lease-Registered,48-60,14,2010,49,75000,60000-80000,33,0.744561655,Medium_risk_sub_purpose_code,20-40,Missing,Missing,Missing,Red
263,Three Wheeler-Lease-Registered,36-48,15,2009,37,100000,100000-120000,45,0.413882612,Low_risk_sub_purpose_code,Missing,Missing,Missing,Missing,Green
264,CASH IN HAND,36-48,10,2014,37,100000,100000-120000,37,0.64649526,Low_risk_sub_purpose_code,60-80,between 50 - 100 percentage,between 1 - 5 percentage,less than 2 percentage,Red
265,CASH IN HAND,36-48,18,2006,37,100000,100000-120000,25,0.6139566,Low_risk_sub_purpose_code,20-40,less than 50 percentage,above 15 percentage,above 10 percentage,Green
266,Three Wheeler-Lease-Registered,60+,11,2013,61,200000,120000+,28,0.814856,Medium_risk_sub_purpose_code,below 0,less than 50 percentage,above 15 percentage,above 10 percentage,Green
268,Three Wheeler-Lease-Registered,24-36,9,2015,25,100000,100000-120000,41,0.405231579,Medium_risk_sub_purpose_code,40-60,between 50 - 100 percentage,above 15 percentage,between 5- 10 percentage,Green
269,Three Wheeler-Lease-Registered,36-48,19,2005,37,100000,100000-120000,25,0.836188411,Medium_risk_sub_purpose_code,20-40,less than 50 percentage,less than 1 percentage,Missing,Red
